PCA 1,PCA 2,SMILES,target COSMO vapour pressure,Slisemap 1,Slisemap 2,predicted Slisemap vapour pressure
-8.842123583600568,3.264778151829234,CC(=O)CC(=O)C(C)ON(=O)=O,-2.4723700991286615,-1.9733667,-1.1892067,-2.2391676902770996
13.534426804891524,-19.587636744158633,CC(=O)C(=O)CC(CO)C(C)(CO)OO,-7.235823867609669,5.3187757,0.9870162,-6.024365425109863
-12.689195376904774,7.504570945456524,C(C(=O)C(=O)CO)O,-2.5100415205751654,-1.973554,-1.1894127,-2.2925219535827637
-11.791308982014947,6.791488840182177,C=C(C)C(=O)CCO,-1.4045037781744258,3.5806239,-0.29133642,-1.2381961345672607
-11.75374487112959,6.727474938210455,CC(C(=O)C)C(=O)C,-0.7721132953863264,1.5105399,2.5682242,-0.486753910779953
-11.807824359199133,6.4416222888310655,CC(=O)C(CC(=O)O)O,-4.718966632752273,5.151477,-1.4569238,-3.70576548576355
-12.675991683638978,7.689639060142313,CC(=O)CCC=O,-0.906578314837765,-1.9733543,-1.1892428,-0.8281282186508179
-10.184758297834074,5.348897854490577,CC(C)C(C(=O)C)OO,-2.0555173278498313,-1.9735248,-1.1890655,-2.2384090423583984
-12.773072833190417,7.70142467007363,c1ccc(cc1)OO,-1.4647058799572297,0.64294446,-2.3816624,-1.462317943572998
5.073282188769829,-12.223248187711645,CC(=O)C(C(C1(C)C(C=O)O1)O)ON(=O)=O,-4.8297382846050425,-1.9735976,-1.1893541,-4.549615859985352
-7.577841381991952,2.0382304548589123,C(CCC(=O)OON(=O)=O)CC=O,-1.9507819773298183,-1.9736878,-1.1888379,-2.3083462715148926
-8.732735380052485,3.6244390229251393,C=C(C)C(CCO)ON(=O)=O,-2.494850021680094,-1.9734397,-1.1891273,-2.3269686698913574
-8.13000066551363,2.828185360348457,CCC(=O)C(CC(=O)C)OO,-3.844663962534938,-1.9739087,-1.1896974,-3.3296098709106445
7.7454266907498575,-13.81623281018111,C=C(CCC=O)C(=O)CC(C)(C)OO,-4.835647144215563,-0.8823923,3.437842,-4.378542423248291
-9.845083806988416,5.149068633340467,CC(C)OC(C)(C)O,-1.3555614105321614,-0.88291764,3.4373953,-1.277815341949463
-9.772970102063088,3.9072879870015824,C=C(CCO)C(=O)OON(=O)=O,-2.162411561764489,0.64254117,-2.3817158,-1.7662456035614014
-6.024291778280328,0.014753951348004701,CC1C(C)(C(C)(C(=O)O1)OO)O,-6.131355561605174,-6.525239,-0.26991513,-5.976439476013184
-6.212144482596735,0.3580005953735784,CC(=O)C(CC(=O)CC(=O)OO)O,-5.696803942579511,-6.5252757,-0.27007812,-5.56850528717041
-9.85177098242184,5.163420847526653,CCOC(C)(C)CO,-0.8068754016455384,1.5103372,2.568724,-0.7926456928253174
41.9627849246497,-30.141739123172908,C=C(CCON(=O)=O)C1CC(C)(C)C1CC=O,-4.51427857351842,1.5109997,2.5684772,-4.774662971496582
-3.274353999820887,-2.8324752899899197,C=C(C)C(CCC(=O)O)COO,-4.863279432843593,-1.9740891,-1.189753,-4.3828206062316895
-5.9977410748827635,0.0157360250148261,CC1(C)C(=O)CCC(=O)C1OO,-4.407823242604133,-2.6925392,-1.3996172,-3.900968313217163
20.419017724484547,-22.39481641636098,CC1(C)CC(C1CCC(=O)OC)C(=O)O,-5.987162775294828,3.5818264,-0.2909275,-5.613399982452393
-10.140847048837067,5.311976259286359,CC(C(=O)C)C(C)OO,-2.7644715530924513,-1.9731454,-1.1892705,-2.2412240505218506
-13.058836263293745,8.073158369809695,CC1=CC(=O)OC1=O,-1.9871627752948278,-1.9733306,-1.189264,-1.8796724081039429
-12.651180677974454,7.309545866283024,C(C(=O)C=O)C(=O)OO,-1.576754126063192,0.64238703,-2.3818212,-1.1985090970993042
-6.412471151913785,0.5109125633008614,CCC(=O)C(C(C(=O)C)OO)O,-3.844663962534938,-1.9734756,-1.1893228,-3.609672784805298
-3.6958342939754276,-2.5843142476854615,CC(=O)CCC(=O)C(C)(C)OO,-3.896196279044043,-1.9725063,-1.1894205,-4.382821083068848
98.10459331533957,-83.9922722711281,CCCC12C(C(C=C(C1(O)OO)N(=O)=O)(N(=O)=O)OO2)ON(=O)=O,-5.586700235918748,-0.8832431,3.438263,-5.301192283630371
-12.705529831023311,7.746673955121857,CCC(=O)C(=O)C,0.271841606536499,0.64323074,-2.3817692,-0.12445119768381119
-11.882716815791321,6.920203319720026,CCCC(=O)C(=O)C,0.0,-0.882661,3.4378324,-0.1355469822883606
-12.981997511155063,8.02734240587999,CC(C(=O)OO)O,-1.2225731776106885,0.64264715,-2.3818674,-1.196984052658081
98.54776010524026,-83.80113756613184,CCC12C(C(C(=C(C1(O)OO)N(=O)=O)C)(N(=O)=O)OO2)ON(=O)=O,-5.261219441515631,-0.88293356,3.4380221,-5.290462970733643
-11.943552026217521,6.199036022284521,C(C(=O)COO)ON(=O)=O,-2.607303046740334,-0.8829235,3.4375255,-2.674260377883911
-13.193958923651378,8.517835203944639,CC(C=O)O,0.21484384804769785,0.64260215,-2.3818727,-0.13987448811531067
-11.459845651415758,5.910834294485169,CC(C=O)(CON(=O)=O)O,-1.3635121036466347,0.64250696,-2.3816502,-1.7330341339111328
-12.305505407493456,6.906342460734139,CC(C=O)(C(=O)OO)O,-1.5934598195660448,1.5103208,2.5686984,-1.7874597311019897
-3.69979340025812,-2.730297667868407,CCc1c(C)cc(c(c1O)O)N(=O)=O,-3.2873502983727887,-1.9734762,-1.189142,-3.0524938106536865
-8.75823356521721,3.6412662452032873,CC(=O)C(C)(C)CON(=O)=O,-1.6946486305533763,-2.0457501,-1.001825,-2.3115811347961426
-7.757911458753404,1.8834453518777412,CC(=CCON(=O)=O)CON(=O)=O,-1.779891911959945,-1.9735849,-1.1889751,-2.224241018295288
-6.018437259945096,0.034111834827134854,C(C(C(C=O)(CO)O)ON(=O)=O)O,-5.0675262353228465,1.4081246,-5.6355705,-4.945197582244873
127.38466880471074,-17.964841072720684,C=C(CCO)C1(CC(C)(C)C1CCC(=O)O)OON(=O)=O,-7.910094888560602,2.6804101,4.276955,-7.723126411437988
-8.831718498239576,4.056194461941519,CCC(C)(CCC=O)O,-1.8210230527068305,3.580637,-0.2914125,-1.6526260375976562
-8.330301527925297,2.595590524838409,CC(=O)C(C(C)OO)ON(=O)=O,-2.5590909179347823,-1.9733276,-1.1892273,-2.2409520149230957
-12.21379652903227,7.2594696407254915,CC(C)OC(=O)C,0.17318626841227402,-0.88342965,3.4375823,0.3848237097263336
-4.073169528926296,-2.3811654269085394,CCC12C(=O)C=CC(C)(C1O)OO2,-5.649751981665837,1.4080241,-5.6350307,-6.041628360748291
-12.884381451956106,8.013159785682785,COC(O)OC,-1.111820506081675,1.5109885,2.5678346,-0.6953033804893494
-2.81490337600515,-4.044117771358204,C1=CC(C2C(C1OO2)ON(=O)=O)(O)OO,-4.853871964321762,1.4080613,-5.635311,-4.941550254821777
-8.002552929254188,2.3809715667855658,CC(C=O)(C(CO)O)ON(=O)=O,-3.416801226031377,0.64272827,-2.3817866,-3.2313332557678223
107.87610700876498,-28.71849502160981,CC1(C)CC(C1CC=O)C(CCC=O)(CO)ON(=O)=O,-6.482804102050026,-0.8828811,3.4383063,-6.739099025726318
-10.774110193648822,6.116407917679473,CCCCC(C)O,-0.9913998282380825,1.5104123,2.568518,-0.8780487179756165
-13.113290685447732,8.315627636508053,C(COC=O)O,-1.320572103387881,0.642601,-2.3817523,-1.1454124450683594
-11.150323983107146,6.097209956297921,CC(CC(=O)O)C(=O)C,-3.705533773838407,-3.417127,-1.6051031,-3.2952964305877686
42.39266706575279,-34.72037860725381,CC1(C)CC(C1CC=O)(C(=O)CCO)ON(=O)=O,-5.530177984021837,-0.8832369,3.4383183,-5.291110992431641
74.73850356030515,-27.565040516696428,C=C(CCC=O)C1CC(C)(C)C1CCC(=O)C=O,-5.555955204081924,-0.8832273,3.438198,-5.80083703994751
2.449018248268074,-9.460399480969956,CC(C)C(=O)C(C(C1C(C=O)O1)O)O,-5.302770657240282,1.5108552,2.569439,-5.038540840148926
1.8223783601528085,-7.961321706489651,CCC(=O)C=C(C)C(C(=O)CC)O,-3.7423214251308154,-1.9734238,-1.1892822,-3.5562610626220703
-7.291658382622647,1.9623566813410875,CCC(C)(CCON(=O)=O)O,-2.18111458540599,0.6433977,-2.3816824,-2.5375173091888428
220.1937298800761,161.65009140622342,CC1(C)CC(C1CCC(=O)OC)C(CCC=O)(CO)OO,-8.79860287567955,-1.176497,4.335778,-8.52264404296875
-10.406824031163644,4.798376269069244,CC(=O)C(=O)CC(=O)CC=O,-3.500312917381596,-2.7560987,-1.3968973,-2.9583613872528076
-12.450058542384575,6.901435555826198,C(C=O)C(=O)OON(=O)=O,-0.39469495385889053,1.5101318,2.5684876,-0.21665038168430328
-12.084602597559043,6.456378623020863,C(CO)C(=O)OON(=O)=O,-0.8356471442155629,-1.9733485,-1.1892354,-0.8485297560691833
-11.657918744139497,6.2811928976730185,C(CO)C(C(=O)OO)O,-4.146301788223826,4.4934087,-0.80437654,-3.3961806297302246
-0.5038067155765397,-5.552855184909448,CCC(=O)CC(C(CC)O)OO,-3.899629454882437,-0.8833869,3.4377935,-3.926643133163452
-8.57782516367749,3.650854591594151,CCC(C)CC(C)O,-1.2518119729937995,1.5104179,2.5685244,-1.228027105331421
-7.721219103658868,2.0498948552884886,CC(=O)C(CC(=O)CC=O)OO,-4.987162775294828,1.4081728,-5.635599,-4.945485591888428
-1.7930953793308835,-4.9495038432981575,CCCC(=O)C(C(C(=O)C=O)O)OO,-4.892790030352131,-1.9799871,-1.1941309,-4.3807549476623535
-13.318990118332454,8.75524702942212,CON(=O)=O,1.9537596917332287,3.581276,-0.29199022,1.3781261444091797
-12.749555649203728,7.608844765281031,CC1(C=O)C(C=O)O1,-1.4034029043735399,0.6429455,-2.3816578,-1.4623351097106934
-11.421348637139637,6.5988111222347445,CC(C)(CO)OC,-0.4225082001627747,3.5807073,-0.2910889,-0.0796339213848114
-11.42495148262831,5.8689678539479875,CC(=O)C(CON(=O)=O)O,-1.8927900303521317,0.64289707,-2.3817422,-1.7328394651412964
-8.303132056977482,2.080618074368763,CC(=O)C(C)(C(=O)OON(=O)=O)O,-1.3160528692484879,3.5805821,-0.2914232,-1.6540087461471558
192.678784732578,111.2622536431392,CC(=O)CCC1C(CC1(C)C)C(CCC(=O)O)(CO)O,-10.568636235841012,5.0649304,5.3104067,-10.296777725219727
-8.911428305980394,3.5193005969394413,CC(=O)C(CCO)(C=O)OO,-4.354577730650908,0.91125906,-3.7983947,-3.8980982303619385
-10.057824600069937,5.247604259373489,CC(C)(CCC(=O)O)O,-4.707743928643524,1.407905,-5.6349773,-4.90033483505249
-11.867486694358082,6.551161204803438,CC(=O)C(O)OC(=O)C,-2.185086818724926,0.6432434,-2.3816807,-1.7324317693710327
-13.12806955969767,8.37218204132831,COC(=O)OC,0.7403626894942439,3.58077,-0.29110762,0.677166223526001
13.411924052464617,-18.845227406063714,CC1(C)C(CC1C(=O)CO)CC(=O)OO,-5.534617148551582,3.5814342,-0.29095104,-5.461900234222412
5.641256835876907,-11.242945548988306,CC1=CCC(CC1)C(C)(CO)O,-4.586700235918748,-0.8828907,3.437839,-4.378425598144531
-9.610276488148251,4.438779603195117,CC(C)C1=CC(=O)C=CC1=O,-2.322393047279507,-1.9734241,-1.1891968,-2.2385616302490234
-12.842242935216214,7.935249765568922,C(COCO)O,-3.2104192878355744,-2.4784203,-1.7413123,-2.49941086769104
-9.6719193275046,4.406737890890801,CC(=CC(=O)C)C(=O)C(=O)C,-2.494850021680094,-1.9733871,-1.1891721,-2.240215539932251
-13.026137116887273,8.242172142891784,COCOC,1.7032913781186614,4.320835,-0.042469006,1.0242087841033936
-13.251283006972525,8.650353456425258,CSC,1.6222140229662954,3.5812526,-0.29194108,1.2973952293395996
-5.878393440182633,-0.08019060869620469,CC(C)C(CC(=O)OON(=O)=O)O,-1.537602002101044,1.5103724,2.568264,-1.2281335592269897
-10.925038113265051,5.36020004474008,CC1(C(COC1=O)O)OO,-5.336299074610352,-6.5252204,-0.26996735,-4.88704776763916
-7.59229776916399,1.9577586273509906,CC(=O)C(CC=O)(CC=O)OO,-4.2716462179787715,0.83566433,-3.301535,-3.7257704734802246
-4.4647689779625,-1.5702848137089,CCC(=O)C=C(C)C(C(=O)C)O,-3.562249437179612,0.642939,-2.3818023,-3.338364839553833
-8.421750795112123,3.267396974402865,CCc1ccc(C)c(c1O)O,-3.2006594505464183,-1.9731488,-1.1893845,-3.3276724815368652
-9.37599248134608,4.0999769434923605,CC(=O)CCC(=O)CC(=O)O,-5.767003889607846,1.422252,-5.8322406,-4.959503173828125
-5.038879141033005,-1.1603247057610426,CCC(=O)C=CC1(C)C(C(=O)O)O1,-6.621602099051862,1.4084188,-5.6375184,-6.024560928344727
9.455707448956483,-15.986151982840212,CC1(C)C(=O)CCC(=O)C1C(=O)OON(=O)=O,-4.219682687859849,-0.8829846,3.4378314,-3.9252586364746094
-12.357095641980797,7.210974308947362,CC(=O)OCCC=O,-1.5287082889410615,3.5805876,-0.2911946,-1.2113237380981445
7.127218025181565,-13.484039244212607,C=C(C)C(CCC(=O)OON(=O)=O)CC=O,-3.1958605676646497,-1.9737501,-1.1890063,-3.5366272926330566
-2.6250393038216213,-3.6314050718243327,CC1(C)C(CC=O)CC1ON(=O)=O,-2.752026733638193,3.580671,-0.29163212,-2.4860517978668213
-10.117774632613836,5.247234216124018,CC1=CCC(CC1O)O,-4.58838029403677,1.407944,-5.6348844,-4.891047954559326
50.21323932907075,-22.469855327721792,CCCCCCCC(CC(=O)CC)OO,-5.507239610973163,1.5107367,2.569222,-5.3918232917785645
121.973594776029,6.826159594104509,C=C(CCC=O)C1CC(C)(C)C1CCC(=O)COO,-7.886056647693163,-0.9391225,4.7500997,-7.042752742767334
-12.402280806608292,7.29491386438698,CC(=CC(=O)C)C=O,-0.9393021596463883,3.5805905,-0.29149336,-1.2146415710449219
-11.922792071024507,6.681587371908697,Cc1cccc(c1O)O,-2.8927900303521317,3.5807524,-0.29152733,-3.085698366165161
19.704183931147927,-21.96027385454955,CC(=O)CCC1C(CC1(C)C)C(=O)OO,-4.355561410532162,1.510753,2.568744,-4.195751667022705
-3.0220584736238902,-3.476850454426055,CC(C)(C=O)C(=O)CC(=O)OON(=O)=O,-2.899629454882437,0.64290696,-2.3816016,-2.533663511276245
-12.771748862521921,7.939826384224346,C=CCCC,1.8785217955012066,4.718244,-1.5521765,1.6252410411834717
-1.353955394259332,-5.024746452087836,C=C(C)C(CC=O)CC(=O)C(=O)C,-3.2533658010624213,0.6433866,-2.3817015,-3.5300803184509277
-12.984342906207882,8.035368135406886,COC(=O)COO,-1.2494916051486538,0.6427441,-2.3818429,-1.1969387531280518
-10.842413298779752,6.0276569471102235,CC(CCCO)OO,-3.0920514783877278,-0.88255703,3.4376698,-3.3552820682525635
9.662882976001892,-14.800363077668269,C=C(C)C1CCC(C)(C(C1)OO)O,-5.436518914605589,3.581249,-0.29102132,-5.461896896362305
-10.295744368920143,5.195200819131454,C(CCC(=O)OO)CC=O,-2.703334809738469,1.5106132,2.568594,-2.4904277324676514
-6.008960214600904,0.06078747370068223,CC(=O)C(CCO)C(C=O)OO,-5.311580177997289,-4.2090816,-1.7532736,-4.6520490646362305
-7.390031240838143,1.782045699022919,CCCC(=O)C=CC(C=O)OO,-4.705533773838407,-3.4709733,-1.66253,-4.3912434577941895
8.542428399417805,-14.647453030011107,CC1(C)C2CCC(C1C2)(C(=O)OO)O,-3.614393726401688,-1.1758118,3.2740047,-4.3303022384643555
-11.998962870502497,7.152888718091237,CC(=C(C)C)C,1.4712917110589385,-0.15109976,5.3152976,0.7272347211837769
-7.379872445645354,1.852714181253269,CCOC(C)(C)CON(=O)=O,-1.204815410317576,1.510438,2.5685353,-1.2280220985412598
-8.907726541894887,4.04632109095458,CC(CCC(C)OO)O,-3.262012673666569,-1.9731224,-1.1895427,-3.3280386924743652
-7.610939261557651,2.31760484172503,CC(=O)C(CC(C)(C)O)O,-3.0199966284162536,0.64275867,-2.3814566,-2.5336451530456543
-9.55599123244678,2.891648176285903,c1cc(c(cc1N(=O)=O)N(=O)=O)O,-2.8297382846050425,3.580679,-0.2913924,-3.0854029655456543
9.97115050839301,-17.102188585000096,CC1=CC2(C)C(C(C)(C1ON(=O)=O)OO2)O,-5.603800652904264,0.9160978,-3.7959034,-5.290408611297607
-11.124993298829917,6.039291341103986,CC(=O)C(=O)C(C)(C)O,-1.0958256317158366,1.5102016,2.5684464,-1.0586316585540771
-12.891854202702097,8.032190840319393,CCOCC=O,0.3074960379132129,-0.88297427,3.4377675,0.22401349246501923
-9.2286206547101,3.9525836777798835,CC(C)(C=O)C(=O)CC(=O)O,-4.517126416391246,0.95679456,-4.0108256,-3.9761171340942383
-13.420126610906516,8.89464488103225,C(Cl)(Cl)OO,0.26951294421791633,-1.973306,-1.1891665,0.16769063472747803
-12.574319731514684,7.217491824156875,CC(=O)OCON(=O)=O,-0.21467016498923297,1.510088,2.5680573,-0.6943843364715576
-3.653799986446605,-2.7065826954815027,Cc1cc(c(C)c(c1O)N(=O)=O)N(=O)=O,-3.30715308072277,-1.9731927,-1.1894944,-3.3276126384735107
-4.631787652683909,-1.7222937865335164,CC(=O)C=CC1(C)C(C)(C(=O)O)O1,-6.401209493236885,1.408275,-5.636643,-6.040538311004639
-11.274497780732933,5.842038403110844,CC(=O)C(C)OC(=O)C=O,-2.5214335044061564,-1.9728199,-1.189255,-2.9026241302490234
-10.587294401919216,5.516297556613239,Cc1ccc(C)c(c1)OO,-2.4001169279263124,1.5106913,2.5684044,-2.490682601928711
-13.190817114051459,8.353032167159594,CC(=O)C(=O)OO,-0.48678239993206096,0.64312184,-2.3817265,-0.14025498926639557
-8.021866391195207,2.46854975989984,CC1(C)C2C(=O)CC(=O)C1C2=O,-4.068033885271827,0.7069137,-2.6202161,-3.4721899032592773
-9.003571588779588,3.942668546178391,CC(=O)C(C(C)(C)O)OO,-2.85078088734462,-1.9730619,-1.1891494,-2.3285365104675293
-8.175758878417478,2.5369837664396497,CC(CON(=O)=O)(C(C=O)O)O,-3.003050751504619,0.6426673,-2.3813114,-3.2312724590301514
-10.719070435736395,5.8793236450100865,CC(C)(C)CON(=O)=O,0.2528530309798932,-1.9735253,-1.1896222,-0.09418892115354538
-9.237814389393218,3.896081794789883,CCC1C(C(C(=O)O1)OO)O,-5.3872161432802645,1.4083145,-5.6369762,-4.905030250549316
-11.863102172601677,6.543958841657861,CC(C(=O)C)C(=O)OO,-1.4341521813264824,0.64271665,-2.3816905,-1.7330044507980347
-13.333806913928685,8.46118128188089,C(C(Cl)OO)(Cl)Cl,-1.2839966563652008,-1.9733384,-1.1891246,-1.0461828708648682
-12.22463787126043,6.95407854231757,CCC(C=O)ON(=O)=O,-0.23136189875238555,0.64278054,-2.381729,-0.45980173349380493
-10.66486210313659,5.312097862960363,CC(OCCO)ON(=O)=O,-2.11069829749369,0.6425487,-2.3817415,-1.7661819458007812
-10.583030611428931,5.192134861787875,c1ccc(cc1)CC(=O)OO,-2.430626090384954,-1.9727663,-1.189113,-2.652012348175049
-12.962679956632403,7.994443390482179,C(CO)C(=O)OO,-1.8386319977650252,-1.9729338,-1.1891613,-2.0638742446899414
60.38198649577215,-28.003260252038487,CC(=O)CCC1C(CC1(C)C)C(=O)CCC=O,-5.860120913598763,1.509361,2.5754733,-5.386983871459961
-10.55951002632538,5.41989040468814,CC(=O)C=CC(C(=O)C)O,-3.5346171485515816,-0.8829789,3.4381697,-3.3543457984924316
-10.883742448017578,6.095505555161601,CCC(C)(C)C(=O)O,-1.578396073130169,3.5806618,-0.29132104,-1.6540775299072266
-11.419092762278682,6.055678113508293,CCC(=O)C=CC(=O)OO,-1.6038006529042637,0.6435041,-2.3816202,-1.9944556951522827
-11.43189321393025,6.606917391561621,CCC(C)(CO)O,-1.9430951486635273,0.64268553,-2.3817623,-1.7661765813827515
39.511497686669,-28.903269917430304,CC1(C)CC(C1CCOO)C(=O)CCC=O,-4.838631997765025,1.5107487,2.568816,-4.774607181549072
-12.2628770754473,6.673545324084618,C(=CC(=O)OO)C(=O)C=O,-1.0655015487564323,1.5109357,2.5679226,-0.6956139206886292
-8.297013197013563,3.124217629556531,CCc1cc(C)cc(C)c1,-1.175874166083451,1.5103867,2.5685167,-1.2280299663543701
-6.796871667951054,0.9622952073782453,CCCC(OC(=O)C(=O)C)OO,-3.5100415205751654,-1.9730971,-1.1892402,-3.609565258026123
-0.3460094569688911,-6.265874244238761,CC(C)(C(CC=O)C(=O)CC=O)O,-4.7423214251308154,-1.9735498,-1.1894392,-4.549715995788574
-3.379423490531905,-3.3033790435664314,CCc1cc(c(C)c(c1O)O)N(=O)=O,-5.8996294548824375,1.4082503,-5.6357727,-6.0358967781066895
-12.126729758742341,6.731052368577295,COC(OC)ON(=O)=O,-0.2740883677049518,0.64282316,-2.381734,-0.45981353521347046
